Time,cPOMh,cPOMo,cMOM,cDOM,cQOM,cMBA,cMBD,cEM,nPOMh,nPOMo,nMOM,nDOM,nQOM,nMBA,nMBD,nEM
11.0,0.3107855351015694,0.03762264501022046,1.0711420606286737,0.017459707603702055,0.19301885455677695,0.0025732831231196148,0.030794938006653193,5.83648553395514e-5,0.0006215710732716353,0.026378275390183926,0.13302708178697675,0.0009043417262231607,0.022863275485940648,0.0003584527270389877,0.004666176137397507,1.94549517798505e-5
12.0,0.3083641788666499,0.037615885395071866,1.0717485676940188,0.017391937325451814,0.19471744119586035,0.002799156811969391,0.030629868147243774,5.8240951073417055e-5,0.0006167283611309182,0.026373536037170252,0.13302941250497544,0.0008181743622517931,0.022947368167147483,0.00038679227275468516,0.004641189067790771,1.9413650357805728e-5
13.0,0.3059437907706313,0.03760900240238893,1.0723548560797531,0.017495678307539446,0.19621708061901932,0.0030320386073648176,0.03046571871594779,5.812248115011339e-5,0.0006118875853588059,0.02636871018071501,0.13303176347090703,0.0007483949822825776,0.0230147929633351,0.0004152292535794249,0.0046163411974542,1.9374160383371156e-5
14.0,0.30356859544812415,0.03760228467870372,1.0729498139927616,0.017493100026362944,0.19778287854800403,0.0032666353856873145,0.030302448856596758,5.800757662360853e-5,0.0006071371951891949,0.02636400019888842,0.1330340640283456,0.0006823821396671083,0.023078918482598288,0.0004434550498566241,0.004591626337847051,1.9335858874536216e-5
15.0,0.3012160079422251,0.03759558776655644,1.0735391154736509,0.017531266701799504,0.19927411206665321,0.003505728472546112,0.0301400642264433,5.789724803178593e-5,0.0006024320207127905,0.02635930480857301,0.13303634975834336,0.0006248820884453883,0.0231346549177642,0.00047158726327133565,0.004567045348347644,1.9299082677262036e-5
16.0,0.2988222423202314,0.037588477836727696,1.0741387905307125,0.017876036263988693,0.2004314441831786,0.0037598645174261682,0.02997872674040849,5.779529603281609e-5,0.0005976444905045883,0.026354319839909247,0.1330387255073278,0.0005826889608275595,0.02317413934369218,0.0005000483163657754,0.004542622765761844,1.926509867760543e-5
17.0,0.29645173453156154,0.037581389965334146,1.074732646249021,0.018082269934348704,0.20168865556693227,0.00401985822647769,0.029818118384653886,5.769850135247644e-5,0.0005929034755950759,0.02634935033719144,0.13304108587575034,0.0005408134089163301,0.0232134537519697,0.0005284153416598488,0.004518310404391588,1.9232833784158884e-5
18.0,0.29410420324673836,0.037574324062919,1.0753207529388045,0.018218577515985025,0.202976864926788,0.004285774605615028,0.0296583240952561,5.760696011661329e-5,0.0005882084135776535,0.026344396237580545,0.133043431013942,0.0005013733159348416,0.023250476307868077,0.0005566477894962305,0.00449412113635207,1.9202320038871164e-5
19.0,0.29177936994721576,0.037567280039669006,1.0759031802063164,0.01831865331596075,0.2042620952034251,0.004557735502206934,0.029499374813619243,5.752076991239126e-5,0.000583558747524241,0.026339457478053198,0.13304576107075747,0.00046506311011473324,0.023284509363994368,0.0005847078798361809,0.004470059652196788,1.9173589970797162e-5
20.0,0.2894571856773825,0.0375601119373776,1.0764849683813627,0.018494207231543533,0.20542786518637215,0.004840737963149927,0.029341302619499146,5.744167089386736e-5,0.0005789143796276099,0.02633443172322651,0.13304811061586913,0.0004340592684486677,0.023313006207169217,0.0006127264256968303,0.004446130815073152,1.914722363128921e-5
21.0,0.28715751476758816,0.03755296600615843,1.0770611231090623,0.01860897072877412,0.2066127351296323,0.005130634395272765,0.029183968654312616,5.736831434239481e-5,0.0005743150380475685,0.026329421513351495,0.13305044510733002,0.0004048658359412913,0.02333982355288721,0.0006405467594233897,0.004422313585619836,1.912277144746503e-5
22.0,0.28488007920329916,0.037545842152882085,1.0776317138654634,0.018691813148263754,0.207787446385676,0.005427493206292914,0.0290274885803602,5.730081663998087e-5,0.0005697601672212141,0.02632442678289516,0.13305276469369612,0.00037793345077224457,0.023364502208876103,0.0006681192282462746,0.0043986254922633375,1.910027221332704e-5
23.0,0.28262460372022324,0.03753874028362374,1.0781968094368948,0.018756864302150362,0.20893746558817036,0.005731513949051173,0.028871850672272475,5.7239296349618306e-5,0.0005652492165902298,0.026319447466018626,0.13305506952207025,0.000353313531840504,0.023386982222076334,0.0006954311640220225,0.004375064760303486,1.9079765449872857e-5
24.0,0.2803908157743446,0.03753166030407032,1.0787564779284025,0.018811020968672612,0.21005547239428038,0.006042903102612124,0.028717041811482883,5.7183875589371405e-5,0.0005607816410266001,0.02631448349661731,0.1330573597381187,0.0003308949606652005,0.023407365647635334,0.0007224815151449776,0.0043516294038860506,1.9061291863123895e-5
25.0,0.27817844550613086,0.03752460211962897,1.0793107867729592,0.01885763093888466,0.2111376762763019,0.00636184520251835,0.028563076103983658,5.7134679889397066e-5,0.0005563569008987905,0.026309534808320777,0.13305963548608918,0.0003105084188982097,0.023425812155498472,0.000749269791769014,0.004328321562586385,1.9044893296465793e-5
